experiment_name,run_id,sample_id,official_dataset_index,code_commit_hash,repository_state_id,config_hash,model_name,model_family,backend,quant_bits,method,method_family,budget,benchmark,context_length,needle_depth,ppl,mean_nll,n_eval_tokens,contains_ground_truth,exact_match,answer_f1,correct,official_score,official_correct,official_metric_name,official_metric_implementation,dataset_official,primary_metric,primary_score,evidence_recall,evidence_precision,max_kv_len,final_kv_len,avg_kv_len,peak_token_head_slots,final_token_head_slots,avg_token_head_slots,slot_time_integral,peak_memory_bytes,active_memory_bytes,total_time_s,generation_time_s,prefill_time_s,decode_time_s,eviction_time_s,decode_loop_time_s,score_time_s,topk_time_s,cache_rebuild_time_s,generated_token_count,tokens_per_second,end_to_end_decode_tokens_per_second,eviction_overhead_fraction,avg_ms_per_token,ppl_time_s,ppl_prefill_time_s,ppl_decode_time_s,ppl_eviction_time_s,ppl_score_time_s,ppl_end_to_end_decode_tokens_per_second,ppl_eviction_overhead_fraction,ppl_score_refit_count,update_policy,update_interval,score_update_count,eviction_count,skipped,skipped_reason,unsupported_reason,oracle,artifact_schema_version,mechanism_artifacts_alignment_safe,sanity_check_failed
statekv_freegen_govreport_static_lexical_p20a,p20a_v1,0,,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,446f91ff21b10d769f99c7ebbb595c0213f3ff2624cedd15d10c0b2e1d6bfe07,570138b8679b3fb421a9630554826af248c3e794727b58df922e670d948277a8,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,full,recency,128,longbench,1567,,8.731447401130817,2.16693115234375,128,False,False,0.18210361067503925,False,8.7912,,rouge_l,longbench_rouge_l_lcs_fallback,True,rouge_l,8.7912,0.0,0.0,1012,1012,948.5,57344,57344,57344.0,7340032,1665723528,901229580,4.874788207999999,2.4433824169999996,0.8731168330000001,1.5644652480000065,0.0,1.5644652480000065,0.0,0.0,0.0,128,81.81709383678138,81.81709383678138,0.0,12.222384750000051,2.4314057909999995,0.858655583,1.564383876000007,0.0,0.0,81.82134958286889,0.0,0,every_n_steps,1,0,884,False,,,False,2,False,False
statekv_freegen_govreport_static_lexical_p20a,p20a_v1,1,,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,446f91ff21b10d769f99c7ebbb595c0213f3ff2624cedd15d10c0b2e1d6bfe07,570138b8679b3fb421a9630554826af248c3e794727b58df922e670d948277a8,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,full,recency,128,longbench,1521,,11.5313378469446,2.445068359375,128,False,False,0.1726384364820847,False,9.4463,,rouge_l,longbench_rouge_l_lcs_fallback,True,rouge_l,9.4463,0.0,0.0,1003,1003,939.5,57344,57344,57344.0,7340032,1665723528,901229580,4.772790208000001,2.437278333000001,0.8586585840000005,1.5728016649999974,0.0,1.5728016649999974,0.0,0.0,0.0,128,81.38343368297502,81.38343368297502,0.0,12.28751300781248,2.335511875,0.857533124999998,1.4703957100000054,0.0,0.0,87.05139652508883,0.0,0,every_n_steps,1,0,875,False,,,False,2,False,False
statekv_freegen_govreport_static_lexical_p20a,p20a_v1,0,,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,446f91ff21b10d769f99c7ebbb595c0213f3ff2624cedd15d10c0b2e1d6bfe07,570138b8679b3fb421a9630554826af248c3e794727b58df922e670d948277a8,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,sink_recent_random,random,128,longbench,1567,,9.290607153150862,2.22900390625,128,False,False,0.20426829268292684,False,10.9756,,rouge_l,longbench_rouge_l_lcs_fallback,True,rouge_l,10.9756,0.0,0.0,128,128,128.0,21448,21448,21448.0,2745344,1665723528,882893836,8.184701749999999,4.092711374999999,0.8801222079999977,1.5051283389999988,1.696667546000013,3.2017958850000117,0.0016258469999552716,0.29381957300000927,0.7274230090000415,128,85.04258187381063,39.97756402888235,0.5299112144995485,11.75881514843749,4.091990375,0.8797820410000003,1.5015946609999986,1.6986039560000101,0.001650988000196918,39.99751744158686,0.5307807918473347,0,every_n_steps,1,0,3612,False,,,False,2,False,False
statekv_freegen_govreport_static_lexical_p20a,p20a_v1,1,,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,446f91ff21b10d769f99c7ebbb595c0213f3ff2624cedd15d10c0b2e1d6bfe07,570138b8679b3fb421a9630554826af248c3e794727b58df922e670d948277a8,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,sink_recent_random,random,128,longbench,1521,,17.07448850489565,2.83758544921875,128,False,False,0.13157894736842105,False,8.2237,,rouge_l,longbench_rouge_l_lcs_fallback,True,rouge_l,8.2237,0.0,0.0,128,128,128.0,21448,21448,21448.0,2745344,1665723528,882893836,8.173238708,4.084939583000001,0.8774200420000042,1.5014109970000078,1.6953264210000043,3.196737418000012,0.0016422139999257013,0.2883016499999016,0.7245381819999217,128,85.25313871801842,40.04082389728499,0.5303302083724657,11.72977341406256,4.088299124999999,0.8783348760000003,1.5011705400000217,1.6972022130000006,0.0016557099998699698,40.020350936249706,0.5306455326096847,0,every_n_steps,1,0,3612,False,,,False,2,False,False
statekv_freegen_govreport_static_lexical_p20a,p20a_v1,0,,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,446f91ff21b10d769f99c7ebbb595c0213f3ff2624cedd15d10c0b2e1d6bfe07,570138b8679b3fb421a9630554826af248c3e794727b58df922e670d948277a8,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,position_coverage_shared,geometry,128,longbench,1567,,11.204559579641012,2.41632080078125,128,False,False,0.09748427672955975,False,7.8616,,rouge_l,longbench_rouge_l_lcs_fallback,True,rouge_l,7.8616,0.0,0.0,128,128,128.0,21448,21448,21448.0,2745344,1665723528,882893836,6.473019540999999,3.2457598749999974,0.8755402920000037,1.513656668000003,0.8460757839999644,2.3597324519999674,0.0009382970000046953,0.0751984109999988,0.03649787100001589,128,84.56343020582509,54.24343759459463,0.35854733585702964,11.825442718750024,3.227259666000002,0.874433665999998,1.501159622999964,0.8399238269999856,0.0009221639999381637,54.675539225226146,0.358775688666717,0,every_n_steps,1,129,129,False,,,False,2,True,False
statekv_freegen_govreport_static_lexical_p20a,p20a_v1,1,,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,446f91ff21b10d769f99c7ebbb595c0213f3ff2624cedd15d10c0b2e1d6bfe07,570138b8679b3fb421a9630554826af248c3e794727b58df922e670d948277a8,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,position_coverage_shared,geometry,128,longbench,1521,,15.614968609723404,2.74822998046875,128,False,False,0.18849840255591052,False,10.2236,,rouge_l,longbench_rouge_l_lcs_fallback,True,rouge_l,10.2236,0.0,0.0,128,128,128.0,21448,21448,21448.0,2745344,1665723528,882893836,6.471273332999999,3.2404360829999987,0.8734643749999975,1.516618084000001,0.8395877429999601,2.356205826999961,0.0009301320000076885,0.07503624399996767,0.036511001999976145,128,84.39830788672036,54.324625859607515,0.35633039074050893,11.848578781250009,3.2308372500000004,0.873851791000007,1.5105376690000227,0.8346251359999357,0.0009352050000046574,54.580432423326904,0.3558921940176134,0,every_n_steps,1,129,129,False,,,False,2,True,False
statekv_freegen_govreport_static_lexical_p20a,p20a_v1,0,,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,446f91ff21b10d769f99c7ebbb595c0213f3ff2624cedd15d10c0b2e1d6bfe07,570138b8679b3fb421a9630554826af248c3e794727b58df922e670d948277a8,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,token_rarity_shared,lexical,128,longbench,1567,,10.72545221942216,2.37261962890625,128,False,False,0.1615853658536585,False,10.3659,,rouge_l,longbench_rouge_l_lcs_fallback,True,rouge_l,10.3659,0.0,0.0,128,128,128.0,21448,21448,21448.0,2745344,1665723528,882893836,6.356222082000002,3.1843176659999983,0.8688607489999995,1.517516035999975,0.7868861580000015,2.3044021939999766,0.03289371000002461,0.0008891640000285861,0.03650153999999617,128,84.34836730779833,55.54585928327809,0.34147084222052665,11.855594031249804,3.171904416000004,0.8706853329999973,1.5142166210000028,0.7752754640001385,0.03312645999998409,55.90759664058507,0.33862334317704823,0,every_n_steps,1,129,129,False,,,False,2,True,False
statekv_freegen_govreport_static_lexical_p20a,p20a_v1,1,,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,446f91ff21b10d769f99c7ebbb595c0213f3ff2624cedd15d10c0b2e1d6bfe07,570138b8679b3fb421a9630554826af248c3e794727b58df922e670d948277a8,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,token_rarity_shared,lexical,128,longbench,1521,,19.20673945009294,2.95526123046875,128,False,False,0.189873417721519,False,11.3924,,rouge_l,longbench_rouge_l_lcs_fallback,True,rouge_l,11.3924,0.0,0.0,128,128,128.0,21448,21448,21448.0,2745344,1665723528,882893836,6.368821459000003,3.188210542,0.8746067920000087,1.5184736680000626,0.7844715949999213,2.302945262999984,0.033375583999990965,0.0009562909999871749,0.03708792700002306,128,84.29517264437327,55.58099971219372,0.3406384023118342,11.86307553125049,3.1806109170000028,0.8760354169999971,1.5035000020000027,0.7896789540000029,0.03261412100001593,55.81771089652354,0.344359934026885,0,every_n_steps,1,129,129,False,,,False,2,True,False
statekv_freegen_govreport_static_lexical_p20a,p20a_v1,0,,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,446f91ff21b10d769f99c7ebbb595c0213f3ff2624cedd15d10c0b2e1d6bfe07,570138b8679b3fb421a9630554826af248c3e794727b58df922e670d948277a8,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,query_overlap_shared,lexical,128,longbench,1567,,11.012685675621245,2.3990478515625,128,False,False,0.17125382262996944,False,10.0917,,rouge_l,longbench_rouge_l_lcs_fallback,True,rouge_l,10.0917,0.0,0.0,128,128,128.0,21448,21448,21448.0,2745344,1665723528,882893836,6.407980750999997,3.202418041999998,0.8824132089999992,1.5176438319999406,0.7916607079999807,2.3093045399999212,0.04309895000001518,0.000880494000007559,0.03672633399997949,128,84.34126459784868,55.42794282126357,0.3428134723192497,11.856592437499536,3.2055627089999987,0.8848986260000018,1.5093740779999791,0.7994405410000311,0.042874159000028556,55.43970440356928,0.3462558381349315,0,every_n_steps,1,129,129,False,,,False,2,True,False
statekv_freegen_govreport_static_lexical_p20a,p20a_v1,1,,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,446f91ff21b10d769f99c7ebbb595c0213f3ff2624cedd15d10c0b2e1d6bfe07,570138b8679b3fb421a9630554826af248c3e794727b58df922e670d948277a8,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,query_overlap_shared,lexical,128,longbench,1521,,22.318316629502828,3.10540771484375,128,False,False,0.15999999999999998,False,9.6,,rouge_l,longbench_rouge_l_lcs_fallback,True,rouge_l,9.6,0.0,0.0,128,128,128.0,21448,21448,21448.0,2745344,1665723528,882893836,6.424061208000005,3.2101586250000054,0.8904296669999994,1.5216640829999761,0.787353551000038,2.309017634000014,0.04313521100000628,0.0010247949999424577,0.036886164999970106,128,84.11843417349164,55.43482999662497,0.3409907050541101,11.888000648437313,3.2139025829999994,0.8924287499999934,1.5154651649999238,0.794590487000022,0.04263953699999945,55.40992048792555,0.34397027894635357,0,every_n_steps,1,129,129,False,,,False,2,True,False
