sample_id,task,previous_anchor,anchor,horizon,proxy,proxy_regret,fresh_proxy_risk,stale_proxy_risk,fresh_teacher_risk,stale_teacher_risk,teacher_refresh_benefit,fresh_action_id,stale_action_id,panel_margin_teacher,panel_spread_teacher,panel_margin_proxy,panel_spread_proxy,kl_offset1,kl_slope_early,fisher_mean_early,delta_nll_mean_early,logit_l2_mean_early,kl_max_early,n_offsets,proxy_risk_ratio,churn_binary
synthetic_niah_42,niah_single_1,16,32,1,attention_mean_w1_shared,0.2977947755843,0.16008341714902044,0.4578781927333205,0.008396935649216175,0.02021651342511177,0.011819577775895596,fc035a178d1f0dc5766375a05f1c88f589a00f300df5c02f34d4199fa814e1ec,0449933c3e275947284f3ef01f082adeec25bd6851b999e4372036762d6d4c98,0.0007204907014966011,0.5680484054610133,0.003301901030856008,0.7262360483351492,0.02021651342511177,-0.026409881561994513,0.1572032435797155,0.10669907927513123,26136.614501953125,0.2975705564022064,16,2.860247494011732,1.0
synthetic_niah_42,niah_single_1,16,32,4,attention_mean_w1_shared,0.2977947755843,0.16008341714902044,0.4578781927333205,0.008131924725603312,0.09111796598881483,0.08298604126321152,fc035a178d1f0dc5766375a05f1c88f589a00f300df5c02f34d4199fa814e1ec,0449933c3e275947284f3ef01f082adeec25bd6851b999e4372036762d6d4c98,0.002270200871862471,0.45489802287193015,0.003301901030856008,0.7262360483351492,0.02021651342511177,-0.026409881561994513,0.1572032435797155,0.10669907927513123,26136.614501953125,0.2975705564022064,16,2.860247494011732,1.0
synthetic_niah_42,niah_single_1,16,32,8,attention_mean_w1_shared,0.2977947755843,0.16008341714902044,0.4578781927333205,0.011794047270086594,0.06013183214236051,0.048337784872273915,fc035a178d1f0dc5766375a05f1c88f589a00f300df5c02f34d4199fa814e1ec,0449933c3e275947284f3ef01f082adeec25bd6851b999e4372036762d6d4c98,0.0006447464693337679,0.2987352695054142,0.003301901030856008,0.7262360483351492,0.02021651342511177,-0.026409881561994513,0.1572032435797155,0.10669907927513123,26136.614501953125,0.2975705564022064,16,2.860247494011732,1.0
synthetic_niah_42,niah_single_1,16,32,16,attention_mean_w1_shared,0.2977947755843,0.16008341714902044,0.4578781927333205,0.7339006323090871,0.14614377793623134,-0.5877568543728557,fc035a178d1f0dc5766375a05f1c88f589a00f300df5c02f34d4199fa814e1ec,0449933c3e275947284f3ef01f082adeec25bd6851b999e4372036762d6d4c98,0.004969288533175131,0.5658360181587341,0.003301901030856008,0.7262360483351492,0.02021651342511177,-0.026409881561994513,0.1572032435797155,0.10669907927513123,26136.614501953125,0.2975705564022064,16,2.860247494011732,1.0
synthetic_niah_42,niah_single_1,32,48,1,attention_mean_w1_shared,0.25204547758675044,0.28164663965161485,0.5336921172383653,0.0006497468566522002,0.09156608581542969,0.09091633895877749,a687ff24ab4e53b9930835667eca523b50f08cfb18fc5d30a73673c5cfcc84d1,fc035a178d1f0dc5766375a05f1c88f589a00f300df5c02f34d4199fa814e1ec,2.7858535759150982e-05,0.24839350918773562,0.005450431316989635,0.6343893621218226,0.09156608581542969,1.504365204274654,0.0808422951376997,1.681074044023262,1053905.6875,4.555730819702148,16,1.894899644101986,1.0
synthetic_niah_42,niah_single_1,32,48,4,attention_mean_w1_shared,0.25204547758675044,0.28164663965161485,0.5336921172383653,2.2118779282609466,1.6628329791128635,-0.5490449491480831,a687ff24ab4e53b9930835667eca523b50f08cfb18fc5d30a73673c5cfcc84d1,fc035a178d1f0dc5766375a05f1c88f589a00f300df5c02f34d4199fa814e1ec,0.010846496181329712,2.545445793613908,0.005450431316989635,0.6343893621218226,0.09156608581542969,1.504365204274654,0.0808422951376997,1.681074044023262,1053905.6875,4.555730819702148,16,1.894899644101986,1.0
synthetic_niah_42,niah_single_1,32,48,8,attention_mean_w1_shared,0.25204547758675044,0.28164663965161485,0.5336921172383653,1.228030289596063,0.9724157773598563,-0.2556145122362068,a687ff24ab4e53b9930835667eca523b50f08cfb18fc5d30a73673c5cfcc84d1,fc035a178d1f0dc5766375a05f1c88f589a00f300df5c02f34d4199fa814e1ec,0.22570901495055296,1.3560585555023863,0.005450431316989635,0.6343893621218226,0.09156608581542969,1.504365204274654,0.0808422951376997,1.681074044023262,1053905.6875,4.555730819702148,16,1.894899644101986,1.0
synthetic_niah_42,niah_single_1,32,48,16,attention_mean_w1_shared,0.25204547758675044,0.28164663965161485,0.5336921172383653,0.6647361738541804,0.6388743939460255,-0.02586177990815486,a687ff24ab4e53b9930835667eca523b50f08cfb18fc5d30a73673c5cfcc84d1,fc035a178d1f0dc5766375a05f1c88f589a00f300df5c02f34d4199fa814e1ec,0.25166320298740175,0.6789016954498948,0.005450431316989635,0.6343893621218226,0.09156608581542969,1.504365204274654,0.0808422951376997,1.681074044023262,1053905.6875,4.555730819702148,16,1.894899644101986,1.0
synthetic_niah_43,niah_single_1,16,32,1,attention_mean_w1_shared,0.18949653423229423,0.19636824203420633,0.38586477626650056,0.2757067084312439,0.26245900988578796,-0.013247698545455933,d309648d8e1872c0c0f20597f15035fa18485455274e607975cc17f6c8ccfc1e,bae4d4914c7551676485a522398952324b30f03dc8a55f4fa1135453af5b9924,0.0014863982796669006,0.3267514482140541,0.01740035019866043,0.7240918308674903,0.26245900988578796,2.991475337743759,0.9747152384370565,3.0173103641718626,433933.24609375,10.002340316772461,16,1.965006012526633,1.0
synthetic_niah_43,niah_single_1,16,32,4,attention_mean_w1_shared,0.18949653423229423,0.19636824203420633,0.38586477626650056,3.0838930350728333,2.773397833108902,-0.3104952019639313,d309648d8e1872c0c0f20597f15035fa18485455274e607975cc17f6c8ccfc1e,bae4d4914c7551676485a522398952324b30f03dc8a55f4fa1135453af5b9924,0.0020407834090292454,3.0206277263350785,0.01740035019866043,0.7240918308674903,0.26245900988578796,2.991475337743759,0.9747152384370565,3.0173103641718626,433933.24609375,10.002340316772461,16,1.965006012526633,1.0
synthetic_niah_43,niah_single_1,16,32,8,attention_mean_w1_shared,0.18949653423229423,0.19636824203420633,0.38586477626650056,1.557798262045253,1.4094703465234488,-0.14832791552180424,d309648d8e1872c0c0f20597f15035fa18485455274e607975cc17f6c8ccfc1e,bae4d4914c7551676485a522398952324b30f03dc8a55f4fa1135453af5b9924,0.01153899505152367,1.515607875015121,0.01740035019866043,0.7240918308674903,0.26245900988578796,2.991475337743759,0.9747152384370565,3.0173103641718626,433933.24609375,10.002340316772461,16,1.965006012526633,1.0
synthetic_niah_43,niah_single_1,16,32,16,attention_mean_w1_shared,0.18949653423229423,0.19636824203420633,0.38586477626650056,0.8118493895090069,0.7575395861931611,-0.054309803315845784,d309648d8e1872c0c0f20597f15035fa18485455274e607975cc17f6c8ccfc1e,bae4d4914c7551676485a522398952324b30f03dc8a55f4fa1135453af5b9924,0.0051782464324787725,0.7592864039252163,0.01740035019866043,0.7240918308674903,0.26245900988578796,2.991475337743759,0.9747152384370565,3.0173103641718626,433933.24609375,10.002340316772461,16,1.965006012526633,1.0
synthetic_niah_43,niah_single_1,32,48,1,attention_mean_w1_shared,0.2559107394953172,0.22529197621175032,0.4812027157070675,0.0005154723185114563,0.08388121426105499,0.08336574194254354,d5e8db0cc63baab77b877d67971581fd168211de948e90016c794ccb9a6983a9,d309648d8e1872c0c0f20597f15035fa18485455274e607975cc17f6c8ccfc1e,0.0008379395003430545,0.2262769525987096,0.018960849371956218,0.7084286519244547,0.08388121426105499,1.9524750892305742,0.046334005644894205,1.6191401217802195,313489.671875,6.595141410827637,16,2.135907029617373,1.0
synthetic_niah_43,niah_single_1,32,48,4,attention_mean_w1_shared,0.2559107394953172,0.22529197621175032,0.4812027157070675,0.00026045940376207,1.6724189827800728,1.6721585233763108,d5e8db0cc63baab77b877d67971581fd168211de948e90016c794ccb9a6983a9,d309648d8e1872c0c0f20597f15035fa18485455274e607975cc17f6c8ccfc1e,0.0003127256613879581,7.137134158839217,0.018960849371956218,0.7084286519244547,0.08388121426105499,1.9524750892305742,0.046334005644894205,1.6191401217802195,313489.671875,6.595141410827637,16,2.135907029617373,1.0
synthetic_niah_43,niah_single_1,32,48,8,attention_mean_w1_shared,0.2559107394953172,0.22529197621175032,0.4812027157070675,0.000177755127964474,3.962122664350318,3.9619449092223533,d5e8db0cc63baab77b877d67971581fd168211de948e90016c794ccb9a6983a9,d309648d8e1872c0c0f20597f15035fa18485455274e607975cc17f6c8ccfc1e,0.0003318140363148814,6.603071032915892,0.018960849371956218,0.7084286519244547,0.08388121426105499,1.9524750892305742,0.046334005644894205,1.6191401217802195,313489.671875,6.595141410827637,16,2.135907029617373,1.0
