sample_id,sample_cluster,task,anchor,strategy,lag,selected_core_residual,refresh_benefit,x_bin,record_type,x_mean,y_mean,y_sd,n_rows,n_samples,ci_low,ci_high
gov_report:0,gov_report::gov_report:0,gov_report,0.0,attention_weighted_v_ridge_leverage,16.0,8.826803631715544e-07,-0.0014220601879060268,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,attention_weighted_v_ridge_leverage,48.0,8.751960270577305e-07,0.0041844030492939055,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,16.0,0.05712682514685715,0.0005589302163571119,"(0.000538, 0.0834]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,48.0,0.00011433193221440281,0.0064786339935380965,"(9.33e-07, 0.000198]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,v_ridge_leverage,16.0,9.051234049669196e-07,-0.7886096835136414,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,v_ridge_leverage,48.0,8.970559880102277e-07,0.01892813527956605,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,16.0,attention_weighted_v_ridge_leverage,32.0,8.478542288988441e-07,0.003993902879301459,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,16.0,snapkv,32.0,0.00012983381631670454,0.0024948227510321885,"(9.33e-07, 0.000198]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,16.0,v_ridge_leverage,32.0,9.48305474442653e-07,0.037114488426595926,"(9.33e-07, 0.000198]",raw,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,0.0,attention_weighted_v_ridge_leverage,16.0,9.182351448089321e-07,0.001490660011768341,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,0.0,attention_weighted_v_ridge_leverage,48.0,9.270971190744604e-07,0.6247313666390255,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,0.0,snapkv,16.0,7.338141200345187e-05,0.002498302608728409,"(9.33e-07, 0.000198]",raw,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,0.0,snapkv,48.0,0.1037837520509773,0.2808267905493267,"(0.0834, 0.255]",raw,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,0.0,v_ridge_leverage,16.0,9.527920402282083e-07,-0.03142279386520386,"(9.33e-07, 0.000198]",raw,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,0.0,v_ridge_leverage,48.0,9.071764945171404e-07,0.8963419600622728,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,16.0,attention_weighted_v_ridge_leverage,32.0,9.168796092732615e-07,0.36552826047409326,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,16.0,snapkv,32.0,0.08477252909479678,0.007633267727214843,"(0.0834, 0.255]",raw,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,16.0,v_ridge_leverage,32.0,9.016514942080297e-07,0.3501901134150103,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,0.0,attention_weighted_v_ridge_leverage,16.0,9.405547132246284e-07,0.31240737438201904,"(9.33e-07, 0.000198]",raw,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,0.0,attention_weighted_v_ridge_leverage,48.0,9.338135669167968e-07,-8.344532034243457e-07,"(9.33e-07, 0.000198]",raw,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,0.0,snapkv,16.0,0.112721879865461,0.9790096879005432,"(0.0834, 0.255]",raw,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,0.0,snapkv,48.0,0.00010993091425840855,8.821077335596783e-05,"(9.33e-07, 0.000198]",raw,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,0.0,v_ridge_leverage,16.0,9.569938962764961e-07,0.3129451274871826,"(9.33e-07, 0.000198]",raw,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,0.0,v_ridge_leverage,48.0,9.294472723316479e-07,-0.0001011755084618926,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,16.0,attention_weighted_v_ridge_leverage,32.0,9.717397044065972e-07,1.5496971172979102e-06,"(9.33e-07, 0.000198]",raw,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,16.0,snapkv,32.0,0.00011423003072271361,4.410723249748116e-06,"(9.33e-07, 0.000198]",raw,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,16.0,v_ridge_leverage,32.0,9.811738171568625e-07,-0.00017637856944929808,"(9.33e-07, 0.000198]",raw,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,0.0,attention_weighted_v_ridge_leverage,16.0,8.362008543372212e-07,0.1768396645784378,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,0.0,attention_weighted_v_ridge_leverage,48.0,8.094896107498547e-07,0.015341212972998619,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,0.0,snapkv,16.0,7.881019475538172e-07,-0.009072322398424149,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,0.0,snapkv,48.0,8.832060605830824e-07,0.02796291816048324,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,0.0,v_ridge_leverage,16.0,8.54096972110104e-07,1.273259162902832,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,0.0,v_ridge_leverage,48.0,8.405931453125959e-07,0.007005444262176752,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,16.0,attention_weighted_v_ridge_leverage,32.0,8.943158510040424e-07,0.02026931755244732,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,16.0,snapkv,32.0,9.276669269790242e-07,-0.0011995411477982998,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,16.0,v_ridge_leverage,32.0,8.697109024069505e-07,0.009146081749349833,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,0.0,attention_weighted_v_ridge_leverage,16.0,8.559966507467228e-07,0.0008646165952086449,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,0.0,attention_weighted_v_ridge_leverage,48.0,8.850172719121474e-07,0.024602066725492477,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,0.0,snapkv,16.0,9.273079986845308e-07,0.0025932714343070984,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,0.0,snapkv,48.0,9.15805249708986e-07,1.641176580451429,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,0.0,v_ridge_leverage,16.0,8.910797267465872e-07,0.15052742511034012,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,0.0,v_ridge_leverage,48.0,9.460607373057428e-07,0.8854131698608398,"(9.33e-07, 0.000198]",raw,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,16.0,attention_weighted_v_ridge_leverage,32.0,9.229662036129108e-07,0.01673118770122528,"(-0.000999212, 9.33e-07]",raw,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,16.0,snapkv,32.0,0.04912542517501114,1.599413632415235,"(0.000538, 0.0834]",raw,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,16.0,v_ridge_leverage,32.0,8.994518149544698e-07,1.6697564125061035,"(-0.000999212, 9.33e-07]",raw,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,0.0,attention_weighted_v_ridge_leverage,16.0,0.10562344465758618,0.0003781610867008567,"(0.0834, 0.255]",raw,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,0.0,attention_weighted_v_ridge_leverage,48.0,0.06390280987904855,0.0711440744689753,"(0.000538, 0.0834]",raw,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,0.0,snapkv,16.0,0.09353758838210524,2.9765069484710693e-06,"(0.0834, 0.255]",raw,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,0.0,snapkv,48.0,9.208903533893438e-05,0.03934346898677177,"(9.33e-07, 0.000198]",raw,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,0.0,v_ridge_leverage,16.0,0.11030075162242763,0.00010488694533705711,"(0.0834, 0.255]",raw,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,0.0,v_ridge_leverage,48.0,0.06695658556273543,0.07396595234968117,"(0.000538, 0.0834]",raw,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,16.0,attention_weighted_v_ridge_leverage,32.0,0.051582064951967745,0.09341742870128655,"(0.000538, 0.0834]",raw,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,16.0,snapkv,32.0,0.00011013826834490222,0.05000948547603912,"(9.33e-07, 0.000198]",raw,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,16.0,v_ridge_leverage,32.0,0.05668527606858712,0.09096355791189126,"(0.000538, 0.0834]",raw,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,0.0,attention_weighted_v_ridge_leverage,16.0,0.05285485506894361,0.00960274413228035,"(0.000538, 0.0834]",raw,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,0.0,attention_weighted_v_ridge_leverage,48.0,0.06290896170839726,-0.00465003028512001,"(0.000538, 0.0834]",raw,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,0.0,snapkv,16.0,0.05124388035613947,0.0033896882086992264,"(0.000538, 0.0834]",raw,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,0.0,snapkv,48.0,0.04244684318319969,0.005673584062606096,"(0.000538, 0.0834]",raw,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,0.0,v_ridge_leverage,16.0,0.0830934873542996,0.005244659259915352,"(0.000538, 0.0834]",raw,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,0.0,v_ridge_leverage,48.0,0.08111518153685893,-0.00895385630428791,"(0.000538, 0.0834]",raw,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,16.0,attention_weighted_v_ridge_leverage,32.0,0.048107583621307036,-0.01301540993154049,"(0.000538, 0.0834]",raw,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,16.0,snapkv,32.0,0.056560221291135804,0.0037054531276226044,"(0.000538, 0.0834]",raw,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,16.0,v_ridge_leverage,32.0,0.0796485498560268,-0.0015399232506752014,"(0.000538, 0.0834]",raw,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,0.0,attention_weighted_v_ridge_leverage,16.0,0.10487315416481617,0.011392606422305107,"(0.0834, 0.255]",raw,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,0.0,attention_weighted_v_ridge_leverage,48.0,8.605990918416258e-05,-0.07995583117008209,"(9.33e-07, 0.000198]",raw,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,0.0,snapkv,16.0,0.0885363492191497,-0.0021987594664096832,"(0.0834, 0.255]",raw,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,0.0,snapkv,48.0,8.60578459670099e-05,-0.06144613027572632,"(9.33e-07, 0.000198]",raw,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,0.0,v_ridge_leverage,16.0,0.11230353943919151,-0.0019382219761610031,"(0.0834, 0.255]",raw,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,0.0,v_ridge_leverage,48.0,0.13459871496839546,-0.10152852535247803,"(0.0834, 0.255]",raw,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,16.0,attention_weighted_v_ridge_leverage,32.0,7.625558447443836e-05,-0.07647858560085297,"(9.33e-07, 0.000198]",raw,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,16.0,snapkv,32.0,8.504437397505171e-05,-0.02854865789413452,"(9.33e-07, 0.000198]",raw,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,16.0,v_ridge_leverage,32.0,0.11727288833564369,-0.0318661630153656,"(0.0834, 0.255]",raw,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,0.0,attention_weighted_v_ridge_leverage,16.0,0.06575870575918923,0.0075129009783267975,"(0.000538, 0.0834]",raw,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,0.0,attention_weighted_v_ridge_leverage,48.0,0.07181986288570859,0.2648344337940216,"(0.000538, 0.0834]",raw,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,0.0,snapkv,16.0,0.1300544412519097,-0.0023856665939092636,"(0.0834, 0.255]",raw,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,0.0,snapkv,48.0,0.0002618657407727672,-0.01377403736114502,"(0.000198, 0.000538]",raw,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,0.0,v_ridge_leverage,16.0,0.08703047251106,-0.0014127548784017563,"(0.0834, 0.255]",raw,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,0.0,v_ridge_leverage,48.0,0.09922501557317294,0.4566516876220703,"(0.0834, 0.255]",raw,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,16.0,attention_weighted_v_ridge_leverage,32.0,0.05982071353482373,0.3174990117549896,"(0.000538, 0.0834]",raw,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,16.0,snapkv,32.0,0.00028807722932810975,0.002840667963027954,"(0.000198, 0.000538]",raw,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,16.0,v_ridge_leverage,32.0,0.08749294632099236,0.5992709398269653,"(0.0834, 0.255]",raw,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,0.0,attention_weighted_v_ridge_leverage,16.0,0.07984835823352417,0.010442739352583885,"(0.000538, 0.0834]",raw,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,0.0,attention_weighted_v_ridge_leverage,48.0,0.0528209683758026,0.8988282680511475,"(0.000538, 0.0834]",raw,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,0.0,snapkv,16.0,0.09304718193394024,-0.0026904288679361343,"(0.0834, 0.255]",raw,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,0.0,snapkv,48.0,0.05399602199718364,0.9895498156547546,"(0.000538, 0.0834]",raw,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,0.0,v_ridge_leverage,16.0,0.10584863657296258,0.002129809930920601,"(0.0834, 0.255]",raw,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,0.0,v_ridge_leverage,48.0,0.06853616112862444,0.9552509784698486,"(0.000538, 0.0834]",raw,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,16.0,attention_weighted_v_ridge_leverage,32.0,0.03533513978135261,0.631676197052002,"(0.000538, 0.0834]",raw,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,16.0,snapkv,32.0,0.06635804687687141,0.7168592810630798,"(0.000538, 0.0834]",raw,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,16.0,v_ridge_leverage,32.0,0.104471828492071,0.6167123317718506,"(0.0834, 0.255]",raw,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,0.0,attention_weighted_v_ridge_leverage,16.0,0.00018144385642434221,5.434275954030454e-05,"(9.33e-07, 0.000198]",raw,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,0.0,attention_weighted_v_ridge_leverage,48.0,0.0003573398999681861,0.3126866817474365,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,0.0,snapkv,16.0,0.00020681541399388456,4.564353730529547e-05,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,0.0,snapkv,48.0,0.0004086868102698797,0.5074219703674316,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,0.0,v_ridge_leverage,16.0,0.00019082187165508913,3.420296707190573e-05,"(9.33e-07, 0.000198]",raw,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,0.0,v_ridge_leverage,48.0,0.00037931680244203864,0.3057307004928589,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,16.0,attention_weighted_v_ridge_leverage,32.0,0.00033385941329318786,-0.050815701484680176,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,16.0,snapkv,32.0,0.0003816331992823052,0.020364224910736084,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,16.0,v_ridge_leverage,32.0,0.0003531640498408706,-0.06915199756622314,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,0.0,attention_weighted_v_ridge_leverage,16.0,0.0005113905335842143,5.7917553931474686e-05,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,0.0,attention_weighted_v_ridge_leverage,48.0,0.00030628293929642797,0.0669252872467041,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,0.0,snapkv,16.0,0.2292403096538654,2.5860790628939867e-05,"(0.0834, 0.255]",raw,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,0.0,snapkv,48.0,0.0003282288172670178,-0.1135566234588623,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,0.0,v_ridge_leverage,16.0,0.0005365577524590511,4.838404129259288e-05,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,0.0,v_ridge_leverage,48.0,0.0003261373705261879,0.11469721794128418,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,16.0,attention_weighted_v_ridge_leverage,32.0,0.00027205701096022494,0.24208486080169678,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,16.0,snapkv,32.0,0.00029578283936378585,0.12424039840698242,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,16.0,v_ridge_leverage,32.0,0.00030320440591443304,0.2519572973251343,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,0.0,attention_weighted_v_ridge_leverage,16.0,0.00019241835998210868,6.079605554987211e-06,"(9.33e-07, 0.000198]",raw,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,0.0,attention_weighted_v_ridge_leverage,48.0,0.11014329684554507,-0.11307477951049805,"(0.0834, 0.255]",raw,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,0.0,snapkv,16.0,0.0002113596756601055,5.841191523359157e-06,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,0.0,snapkv,48.0,0.00038203399368323215,-0.07303690910339355,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,0.0,v_ridge_leverage,16.0,0.0001983016085110497,5.364358912629541e-06,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,0.0,v_ridge_leverage,48.0,0.11494512238316663,-0.08917820453643799,"(0.0834, 0.255]",raw,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,16.0,attention_weighted_v_ridge_leverage,32.0,0.10213353985424571,0.1472398042678833,"(0.0834, 0.255]",raw,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,16.0,snapkv,32.0,0.00035153160813668666,0.18056178092956543,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,16.0,v_ridge_leverage,32.0,0.10711404431274711,0.18230795860290527,"(0.0834, 0.255]",raw,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,0.0,attention_weighted_v_ridge_leverage,16.0,0.000511629180929655,9.448782657273114e-05,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,0.0,attention_weighted_v_ridge_leverage,48.0,0.000389488942346361,0.14063647389411926,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,0.0,snapkv,16.0,0.25477880708263,5.624038749374449e-05,"(0.0834, 0.255]",raw,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,0.0,snapkv,48.0,0.14263430062567295,0.14972740411758423,"(0.0834, 0.255]",raw,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,0.0,v_ridge_leverage,16.0,0.0005392578801206582,5.7431316236034036e-05,"(0.000538, 0.0834]",raw,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,0.0,v_ridge_leverage,48.0,0.0004015775512774174,0.148875892162323,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,16.0,attention_weighted_v_ridge_leverage,32.0,0.00034798599072397945,-0.04011910408735275,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,16.0,snapkv,32.0,0.13812219512340107,-0.03349769115447998,"(0.0834, 0.255]",raw,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,16.0,v_ridge_leverage,32.0,0.00036582139824758997,-0.035419873893260956,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,0.0,attention_weighted_v_ridge_leverage,16.0,0.0005690027033438128,0.00011011700553353876,"(0.000538, 0.0834]",raw,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,0.0,attention_weighted_v_ridge_leverage,48.0,0.00018968367134183003,4.982581958756782e-05,"(9.33e-07, 0.000198]",raw,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,0.0,snapkv,16.0,0.20961575348601022,6.983750790823251e-05,"(0.0834, 0.255]",raw,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,0.0,snapkv,48.0,0.00019829034662658765,2.7654776204144582e-05,"(0.000198, 0.000538]",raw,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,0.0,v_ridge_leverage,16.0,0.0006014487652616177,9.486351336818188e-05,"(0.000538, 0.0834]",raw,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,0.0,v_ridge_leverage,48.0,0.00019680702541791106,2.2409993107430637e-05,"(9.33e-07, 0.000198]",raw,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,16.0,attention_weighted_v_ridge_leverage,32.0,0.00017961406266901273,1.954917752300389e-05,"(9.33e-07, 0.000198]",raw,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,16.0,snapkv,32.0,0.000191664594571724,2.2767566406400874e-05,"(9.33e-07, 0.000198]",raw,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,16.0,v_ridge_leverage,32.0,0.0001873227381471073,1.6688340110704303e-05,"(9.33e-07, 0.000198]",raw,,,,,,,
,,,,,,,,,binned_summary,8.85533493841548e-07,0.24077997710210858,0.5430024254259548,27.0,5.0,-0.23518263429617192,0.7167425885003891
,,,,,,,,,binned_summary,9.610224951700976e-05,0.0507776185024711,0.18945005298148748,27.0,9.0,-0.07299641611210071,0.1745516531170429
