sample_id,task,stage,history_id,tau_anchor,target_anchor,horizon,layer,boundary,candidate_id,candidate_source,current_mask_hash,tau_mask_hash,mask_changed,controlled_exact_kl,action_only_risk,action_u_norm,action_r_norm,candidate_retained_attention_mass,adjacent_method,risk_all_old,risk_update_g,risk_update_f,risk_update_path,risk_update_gf,risk_update_gp,risk_update_fp,risk_full_fresh,risk_path_q1_only,risk_path_q3_only,risk_single_midpoint
gov_report:98,gov_report,diagnostic,fixed_tau_old_core,32,32,0,0,1,selector_00_attention_only,attention_only,810be79472094fc50da0805c4cfe286313bffd86edf65013b0f31c3cc28ed738,810be79472094fc50da0805c4cfe286313bffd86edf65013b0f31c3cc28ed738,False,0.001335259624634893,0.00018665885510681373,0.8610251604358354,1.363028209930257,0.984660814088928,mx.vjp_of_vjp,0.0005569456032936042,0.0005569456032936042,0.0005569456032936042,0.0005569456032936042,0.0005569456032936042,0.0005569456032936042,0.0005569456032936042,0.0005569456032936042,0.0005569456032936042,0.0005569456032936042,0.0005562217294641501
gov_report:98,gov_report,diagnostic,fixed_tau_old_core,32,32,0,0,1,selector_01_aov,aov,49b04e25d970807ad415908aa13c985809f1690488eb5e962849ca2fe2f26cd4,49b04e25d970807ad415908aa13c985809f1690488eb5e962849ca2fe2f26cd4,False,0.0014610704952810107,0.00020908653456895598,0.8051594983840189,1.2676922047786516,0.9888448632832811,mx.vjp_of_vjp,0.0006833275451097405,0.0006833275451097405,0.0006833275451097405,0.0006833275451097405,0.0006833275451097405,0.0006833275451097405,0.0006833275451097405,0.0006833275451097405,0.0006833275451097405,0.0006833275451097405,0.0006822783442613146
gov_report:98,gov_report,diagnostic,fixed_tau_old_core,32,32,0,0,1,selector_02_aor,aor,783c784c0bc2a24b2e9b991d82296124f96560d0f30a2aa5e1a93833c4b4275b,783c784c0bc2a24b2e9b991d82296124f96560d0f30a2aa5e1a93833c4b4275b,False,0.0014770292369863424,0.0002070491353821429,0.7933869381024693,1.24416070648871,0.9896149112244652,mx.vjp_of_vjp,0.0006994429475594381,0.0006994429475594381,0.0006994429475594381,0.0006994429475594381,0.0006994429475594381,0.0006994429475594381,0.0006994429475594381,0.0006994429475594381,0.0006994429475594381,0.0006994429475594381,0.00069871374151922
gov_report:98,gov_report,diagnostic,fixed_tau_old_core,32,32,0,0,1,selector_03_v_ridge,v_ridge,05c60f14faeefdbae3819248e2eb797338dfbefbb59a3830325ccbfbc2e21237,05c60f14faeefdbae3819248e2eb797338dfbefbb59a3830325ccbfbc2e21237,False,0.002405367597047332,0.00032410426076818436,1.401683054198309,1.9984853762188746,0.9754951994102781,mx.vjp_of_vjp,0.0016270223372403612,0.0016270223372403612,0.0016270223372403612,0.0016270223372403612,0.0016270223372403612,0.0016270223372403612,0.0016270223372403612,0.0016270223372403612,0.0016270223372403612,0.0016270223372403612,0.0016207056441383493
gov_report:98,gov_report,diagnostic,fixed_tau_old_core,32,32,0,0,1,selector_04_snapkv,snapkv,4b6fed202b629af694d85d57f1d009ddb93fc5c2d588079af3e98affeeafdc3f,4b6fed202b629af694d85d57f1d009ddb93fc5c2d588079af3e98affeeafdc3f,False,0.002727613209147363,0.00046700862342287787,1.3854826770488147,2.0128571587484188,0.9894762510007431,mx.vjp_of_vjp,0.0019491321474181757,0.0019491321474181757,0.0019491321474181757,0.0019491321474181757,0.0019491321474181757,0.0019491321474181757,0.0019491321474181757,0.0019491321474181757,0.0019491321474181757,0.0019491321474181757,0.0019409231072732808
gov_report:98,gov_report,diagnostic,fixed_tau_old_core,32,32,0,0,1,selector_05_old_stale_core,old_stale_core,2fd5079b55c1496dcb6a23e9e1886f3c31ee788618bf6dc4074595f52b2373f2,2fd5079b55c1496dcb6a23e9e1886f3c31ee788618bf6dc4074595f52b2373f2,False,0.0027459580875653106,0.0005189758289629008,1.3654519490463242,1.9448437609664762,1.0,mx.vjp_of_vjp,0.0019751053204649476,0.0019751053204649476,0.0019751053204649476,0.0019751053204649476,0.0019751053204649476,0.0019751053204649476,0.0019751053204649476,0.0019751053204649476,0.0019751053204649476,0.0019751053204649476,0.0019752858279459087
gov_report:98,gov_report,diagnostic,fixed_tau_old_core,32,32,0,0,1,selector_06_fresh_core,fresh_core,f831e667f9397d879a571b25d67620da80d60828d9e60b78df5c377a4d4b5953,f831e667f9397d879a571b25d67620da80d60828d9e60b78df5c377a4d4b5953,False,0.0012232902751020801,6.161620671987403e-05,0.37344543883452197,0.496563054354808,0.9691237963690237,mx.vjp_of_vjp,0.0004451126186892503,0.0004451126186892503,0.0004451126186892503,0.0004451126186892503,0.0004451126186892503,0.0004451126186892503,0.0004451126186892503,0.0004451126186892503,0.0004451126186892503,0.0004451126186892503,0.000445306390001003
gov_report:98,gov_report,diagnostic,fixed_tau_old_core,32,32,0,0,1,selector_07_random_reference,random_reference,989b44ba2fb01e7c6b08b94bcbc8fa2cb8914cb7b36983002319b1271aa68096,989b44ba2fb01e7c6b08b94bcbc8fa2cb8914cb7b36983002319b1271aa68096,False,0.0023647584895930152,0.0003336125315742404,1.2539284856208073,1.8311440897780333,0.9709365519582004,mx.vjp_of_vjp,0.001589819016702034,0.001589819016702034,0.001589819016702034,0.001589819016702034,0.001589819016702034,0.001589819016702034,0.001589819016702034,0.001589819016702034,0.001589819016702034,0.001589819016702034,0.0015888638017624332
gov_report:98,gov_report,diagnostic,fixed_tau_old_core,32,33,1,0,1,selector_00_attention_only,attention_only,20d36b9c5803abbb4dbcdde1e1d2a2bd1ddce1aa5ee9326712a258751fd0a3ca,810be79472094fc50da0805c4cfe286313bffd86edf65013b0f31c3cc28ed738,True,0.00011568995276783553,3.728048093114511e-05,1.1385893297581853,1.6437585231750436,0.9837943717405726,mx.vjp_of_vjp,0.0008982062832812827,0.00018867568667351456,0.000752340395996337,0.00018772511947736455,4.2809799388568804e-05,8.621568643157255e-05,0.0001930104363362842,9.150100329049222e-05,0.000494767510311696,0.0005186856997310194,0.00018790306376703463
gov_report:98,gov_report,diagnostic,fixed_tau_old_core,32,33,1,0,1,selector_01_aov,aov,8648b4c5f2f03cd19bd33523e411875d75a852184527c8569538670ed5aef22e,49b04e25d970807ad415908aa13c985809f1690488eb5e962849ca2fe2f26cd4,True,0.00011085140874595237,3.356191047087672e-05,1.179164740170271,1.7160789440495514,0.9836118709123087,mx.vjp_of_vjp,0.0010682379372978217,0.00025001887892174205,0.000869385933071182,0.00016134630092051825,5.1166874695102445e-05,8.652397087712763e-05,0.00016146517115122076,8.664284110783014e-05,0.0005446987716693454,0.0005880563953302374,0.00016104616809147127
