sample_id,task,anchor,layer,history_id,candidate_id,candidate_source,residual_log_log_slope,relative_error_log_log_slope
gov_report:84,gov_report,48,0,H1,selector_00_attention_only,attention_only,2.0097861736208515,0.9972346607578448
gov_report:84,gov_report,48,0,H2,selector_00_attention_only,attention_only,2.0097861736208515,0.9972346607578448
gov_report:84,gov_report,48,0,H3,selector_00_attention_only,attention_only,1.9767204585275306,0.9650009892939885
gov_report:84,gov_report,48,0,H1,selector_01_aov,aov,1.9936816596184264,0.9792272433166032
gov_report:84,gov_report,48,0,H2,selector_01_aov,aov,1.9936816596184264,0.9792272433166032
gov_report:84,gov_report,48,0,H3,selector_01_aov,aov,2.0015141543799437,0.9877855721887575
gov_report:84,gov_report,48,0,H1,selector_02_aor,aor,2.01290853838918,0.9985709535799973
gov_report:84,gov_report,48,0,H2,selector_02_aor,aor,2.01290853838918,0.9985709535799973
gov_report:84,gov_report,48,0,H3,selector_02_aor,aor,1.999426716041845,0.9858917305131758
gov_report:84,gov_report,48,0,H1,selector_03_v_ridge,v_ridge,2.0028404350343854,0.9906872676462841
gov_report:84,gov_report,48,0,H2,selector_03_v_ridge,v_ridge,2.0028404350343854,0.9906872676462841
gov_report:84,gov_report,48,0,H3,selector_03_v_ridge,v_ridge,1.9804084605443137,0.9693964532784615
gov_report:84,gov_report,48,0,H1,selector_04_snapkv,snapkv,2.0000191190579337,0.9849301256511858
gov_report:84,gov_report,48,0,H2,selector_04_snapkv,snapkv,2.0000191190579337,0.9849301256511858
gov_report:84,gov_report,48,0,H3,selector_04_snapkv,snapkv,1.9919081490442403,0.9774911834101404
gov_report:84,gov_report,48,0,H1,selector_05_old_stale_core,old_stale_core,2.027073147860879,1.0169703576954707
gov_report:84,gov_report,48,0,H2,selector_05_old_stale_core,old_stale_core,2.027073147860879,1.0169703576954707
gov_report:84,gov_report,48,0,H3,selector_05_old_stale_core,old_stale_core,1.9917644801753507,0.9826516095836195
gov_report:84,gov_report,48,0,H1,selector_06_fresh_core,fresh_core,1.9537914627563966,0.949062050728623
gov_report:84,gov_report,48,0,H2,selector_06_fresh_core,fresh_core,1.9537914627563966,0.949062050728623
gov_report:84,gov_report,48,0,H3,selector_06_fresh_core,fresh_core,1.9133100662667155,0.9090717261471446
gov_report:84,gov_report,48,0,H1,selector_07_random_reference,random_reference,2.014001902027977,1.0023180366237945
gov_report:84,gov_report,48,0,H2,selector_07_random_reference,random_reference,2.014001902027977,1.0023180366237945
gov_report:84,gov_report,48,0,H3,selector_07_random_reference,random_reference,1.9765263259432877,0.9652886047282947
gov_report:84,gov_report,48,14,H1,selector_00_attention_only,attention_only,1.990411794778571,0.9697771505421982
gov_report:84,gov_report,48,14,H2,selector_00_attention_only,attention_only,1.9826062576962171,0.9634456288407929
gov_report:84,gov_report,48,14,H3,selector_00_attention_only,attention_only,1.9932125125957054,0.9732363054186816
gov_report:84,gov_report,48,14,H1,selector_01_aov,aov,2.0030189448367177,0.9841085036719213
gov_report:84,gov_report,48,14,H2,selector_01_aov,aov,2.0001611632816134,0.983869560502408
gov_report:84,gov_report,48,14,H3,selector_01_aov,aov,1.9900852956213402,0.9727941086452926
gov_report:84,gov_report,48,14,H1,selector_02_aor,aor,2.0041558849736503,0.9853445205581199
gov_report:84,gov_report,48,14,H2,selector_02_aor,aor,1.992696840278113,0.9765333044759709
gov_report:84,gov_report,48,14,H3,selector_02_aor,aor,1.9945183219129878,0.9772249260397667
gov_report:84,gov_report,48,14,H1,selector_03_v_ridge,v_ridge,2.0246709728813816,0.8474847190827414
gov_report:84,gov_report,48,14,H2,selector_03_v_ridge,v_ridge,2.039203460882854,0.8592869869622337
gov_report:84,gov_report,48,14,H3,selector_03_v_ridge,v_ridge,2.095646435102954,0.9048693293370735
gov_report:84,gov_report,48,14,H1,selector_04_snapkv,snapkv,2.006508608917041,0.973907101155762
gov_report:84,gov_report,48,14,H2,selector_04_snapkv,snapkv,2.00367361881124,0.9730706549402582
gov_report:84,gov_report,48,14,H3,selector_04_snapkv,snapkv,2.0045744684607127,0.9768765747311058
gov_report:84,gov_report,48,14,H1,selector_05_old_stale_core,old_stale_core,2.033604104855378,0.8550827159300883
gov_report:84,gov_report,48,14,H2,selector_05_old_stale_core,old_stale_core,2.048409031358353,0.8635685288764118
gov_report:84,gov_report,48,14,H3,selector_05_old_stale_core,old_stale_core,2.098972140137273,0.921568260814639
gov_report:84,gov_report,48,14,H1,selector_06_fresh_core,fresh_core,2.0127400969407123,0.8455036140656831
gov_report:84,gov_report,48,14,H2,selector_06_fresh_core,fresh_core,2.029391094164736,0.8582619894993757
gov_report:84,gov_report,48,14,H3,selector_06_fresh_core,fresh_core,2.081714162395915,0.9008171232301357
gov_report:84,gov_report,48,14,H1,selector_07_random_reference,random_reference,2.0088682111057463,0.8567421712959606
gov_report:84,gov_report,48,14,H2,selector_07_random_reference,random_reference,2.0214982873415623,0.866695198689256
gov_report:84,gov_report,48,14,H3,selector_07_random_reference,random_reference,2.092512030347874,0.9197047594078644
gov_report:84,gov_report,48,26,H1,selector_00_attention_only,attention_only,1.9968687125032716,1.0049528423472633
gov_report:84,gov_report,48,26,H2,selector_00_attention_only,attention_only,2.017124950894286,1.025211596467656
gov_report:84,gov_report,48,26,H3,selector_00_attention_only,attention_only,2.0303077980376303,1.0378902824966019
gov_report:84,gov_report,48,26,H1,selector_01_aov,aov,1.923026633059246,0.9255485810226661
gov_report:84,gov_report,48,26,H2,selector_01_aov,aov,1.9668045132765355,0.9692811186925412
gov_report:84,gov_report,48,26,H3,selector_01_aov,aov,2.0161847521298104,1.0186210515366674
gov_report:84,gov_report,48,26,H1,selector_02_aor,aor,1.9567496841425804,0.9594717065385857
gov_report:84,gov_report,48,26,H2,selector_02_aor,aor,1.9632896127734425,0.9658954279256096
gov_report:84,gov_report,48,26,H3,selector_02_aor,aor,2.0004936972491163,1.0030972590190153
gov_report:84,gov_report,48,26,H1,selector_03_v_ridge,v_ridge,2.0051558173947974,1.0163276349659736
gov_report:84,gov_report,48,26,H2,selector_03_v_ridge,v_ridge,2.005664393971253,1.016552879144684
gov_report:84,gov_report,48,26,H3,selector_03_v_ridge,v_ridge,2.017849700552654,1.028463493253474
gov_report:84,gov_report,48,26,H1,selector_04_snapkv,snapkv,2.018151744674395,1.0292202226333689
gov_report:84,gov_report,48,26,H2,selector_04_snapkv,snapkv,2.021058084380948,1.0321389548817905
gov_report:84,gov_report,48,26,H3,selector_04_snapkv,snapkv,2.03953744764824,1.0504450457253225
gov_report:84,gov_report,48,26,H1,selector_05_old_stale_core,old_stale_core,2.01481047630994,1.0245701597416603
gov_report:84,gov_report,48,26,H2,selector_05_old_stale_core,old_stale_core,2.0152847298044936,1.024859892490421
gov_report:84,gov_report,48,26,H3,selector_05_old_stale_core,old_stale_core,2.0260697956291067,1.0354507444751675
gov_report:84,gov_report,48,26,H1,selector_06_fresh_core,fresh_core,2.0064452465033016,1.0167006156902219
gov_report:84,gov_report,48,26,H2,selector_06_fresh_core,fresh_core,2.004194751907606,1.0141706598912443
gov_report:84,gov_report,48,26,H3,selector_06_fresh_core,fresh_core,2.020822918200366,1.0306819240999165
gov_report:84,gov_report,48,26,H1,selector_07_random_reference,random_reference,2.0053106716102382,1.016267358890877
gov_report:84,gov_report,48,26,H2,selector_07_random_reference,random_reference,2.009119968383961,1.0197504629123575
gov_report:84,gov_report,48,26,H3,selector_07_random_reference,random_reference,2.020163368696962,1.0306968480879863
gov_report:84,gov_report,64,0,H1,selector_00_attention_only,attention_only,2.0337170565286598,1.0508511902857531
gov_report:84,gov_report,64,0,H2,selector_00_attention_only,attention_only,2.0337170565286598,1.0508511902857531
gov_report:84,gov_report,64,0,H3,selector_00_attention_only,attention_only,2.0119919212574304,1.023178708328933
gov_report:84,gov_report,64,0,H1,selector_01_aov,aov,2.0497439116275697,1.06957296800621
gov_report:84,gov_report,64,0,H2,selector_01_aov,aov,2.0497439116275697,1.06957296800621
gov_report:84,gov_report,64,0,H3,selector_01_aov,aov,2.025083903524464,1.0376695813317203
gov_report:84,gov_report,64,0,H1,selector_02_aor,aor,2.0461786419360677,1.065067036040901
gov_report:84,gov_report,64,0,H2,selector_02_aor,aor,2.0461786419360677,1.065067036040901
gov_report:84,gov_report,64,0,H3,selector_02_aor,aor,2.034594728499534,1.0467344952917916
gov_report:84,gov_report,64,0,H1,selector_03_v_ridge,v_ridge,2.0222364289346118,1.033875120356789
gov_report:84,gov_report,64,0,H2,selector_03_v_ridge,v_ridge,2.0222364289346118,1.033875120356789
gov_report:84,gov_report,64,0,H3,selector_03_v_ridge,v_ridge,2.0137205028085297,1.0205840334680716
gov_report:84,gov_report,64,0,H1,selector_04_snapkv,snapkv,2.0333261641677574,1.0504657003527977
gov_report:84,gov_report,64,0,H2,selector_04_snapkv,snapkv,2.0333261641677574,1.0504657003527977
gov_report:84,gov_report,64,0,H3,selector_04_snapkv,snapkv,2.0284106942021034,1.0392463204042315
gov_report:84,gov_report,64,0,H1,selector_05_old_stale_core,old_stale_core,2.0436022458522256,1.0641488673909634
gov_report:84,gov_report,64,0,H2,selector_05_old_stale_core,old_stale_core,2.0436022458522256,1.0641488673909634
gov_report:84,gov_report,64,0,H3,selector_05_old_stale_core,old_stale_core,2.02461601975085,1.038289235509571
gov_report:84,gov_report,64,0,H1,selector_06_fresh_core,fresh_core,2.002920744021974,1.0038562045626593
gov_report:84,gov_report,64,0,H2,selector_06_fresh_core,fresh_core,2.002920744021974,1.0038562045626593
gov_report:84,gov_report,64,0,H3,selector_06_fresh_core,fresh_core,1.941474851200234,0.940669143327816
gov_report:84,gov_report,64,0,H1,selector_07_random_reference,random_reference,2.0299269749866102,1.0540172058811392
gov_report:84,gov_report,64,0,H2,selector_07_random_reference,random_reference,2.0299269749866102,1.0540172058811392
gov_report:84,gov_report,64,0,H3,selector_07_random_reference,random_reference,2.024945653222797,1.0403189111840052
gov_report:84,gov_report,64,14,H1,selector_00_attention_only,attention_only,2.026957807368524,1.009835455010598
gov_report:84,gov_report,64,14,H2,selector_00_attention_only,attention_only,2.029746922348099,1.0090470662240714
gov_report:84,gov_report,64,14,H3,selector_00_attention_only,attention_only,2.013974531634347,1.0051235085636603
gov_report:84,gov_report,64,14,H1,selector_01_aov,aov,2.01827032988424,1.0044979196863688
gov_report:84,gov_report,64,14,H2,selector_01_aov,aov,2.02674411935705,1.0091769823679801
gov_report:84,gov_report,64,14,H3,selector_01_aov,aov,2.014745046977177,1.0095302182940966
gov_report:84,gov_report,64,14,H1,selector_02_aor,aor,2.0180479003875393,1.0050777261771233
gov_report:84,gov_report,64,14,H2,selector_02_aor,aor,2.0243362476135065,1.0073042045794445
gov_report:84,gov_report,64,14,H3,selector_02_aor,aor,2.0151165283074417,1.0105729269025088
gov_report:84,gov_report,64,14,H1,selector_03_v_ridge,v_ridge,2.2250541917896527,0.9862239532036657
gov_report:84,gov_report,64,14,H2,selector_03_v_ridge,v_ridge,2.2260974445917667,1.0052915704656322
gov_report:84,gov_report,64,14,H3,selector_03_v_ridge,v_ridge,2.191114851099705,0.9273589595455428
gov_report:84,gov_report,64,14,H1,selector_04_snapkv,snapkv,2.0216614744855548,1.011360712373081
gov_report:84,gov_report,64,14,H2,selector_04_snapkv,snapkv,2.020090785729408,1.0088223704902992
gov_report:84,gov_report,64,14,H3,selector_04_snapkv,snapkv,2.0280344774475827,1.0226289688299621
gov_report:84,gov_report,64,14,H1,selector_05_old_stale_core,old_stale_core,2.2350366669884925,1.0044064992391546
gov_report:84,gov_report,64,14,H2,selector_05_old_stale_core,old_stale_core,2.26105545480375,1.043807601812665
gov_report:84,gov_report,64,14,H3,selector_05_old_stale_core,old_stale_core,2.1838040751970746,0.928803211883095
gov_report:84,gov_report,64,14,H1,selector_06_fresh_core,fresh_core,2.2146439798156994,0.9865321563089643
gov_report:84,gov_report,64,14,H2,selector_06_fresh_core,fresh_core,2.2100955067458004,0.9956312689643371
gov_report:84,gov_report,64,14,H3,selector_06_fresh_core,fresh_core,2.198399528720472,0.9353309639489368
gov_report:84,gov_report,64,14,H1,selector_07_random_reference,random_reference,2.2196100957787945,0.9873822466911657
gov_report:84,gov_report,64,14,H2,selector_07_random_reference,random_reference,2.2258919526933987,1.0142620177002115
gov_report:84,gov_report,64,14,H3,selector_07_random_reference,random_reference,2.1767260141715683,0.9167121054494014
gov_report:84,gov_report,64,26,H1,selector_00_attention_only,attention_only,2.0045966504559245,1.0063851859887087
gov_report:84,gov_report,64,26,H2,selector_00_attention_only,attention_only,2.0000576516073125,1.0015345233239832
gov_report:84,gov_report,64,26,H3,selector_00_attention_only,attention_only,1.9968127904825121,0.9985427976618334
gov_report:84,gov_report,64,26,H1,selector_01_aov,aov,2.011590495347498,1.0138788402410215
gov_report:84,gov_report,64,26,H2,selector_01_aov,aov,2.002022059828447,1.0037651287052205
gov_report:84,gov_report,64,26,H3,selector_01_aov,aov,1.9995966968812415,1.0020538617310566
gov_report:84,gov_report,64,26,H1,selector_02_aor,aor,2.0002770695262195,1.0023878143774394
gov_report:84,gov_report,64,26,H2,selector_02_aor,aor,1.9930460251767692,0.9946623616221955
gov_report:84,gov_report,64,26,H3,selector_02_aor,aor,1.9965474681240143,0.9987395861374277
gov_report:84,gov_report,64,26,H1,selector_03_v_ridge,v_ridge,2.0042473838946773,1.0035573329107619
gov_report:84,gov_report,64,26,H2,selector_03_v_ridge,v_ridge,2.0025332973008325,1.0017840205730113
gov_report:84,gov_report,64,26,H3,selector_03_v_ridge,v_ridge,2.000759410141701,0.9988751973978646
gov_report:84,gov_report,64,26,H1,selector_04_snapkv,snapkv,1.9964949004908328,0.9977411438219106
gov_report:84,gov_report,64,26,H2,selector_04_snapkv,snapkv,1.9966510557720127,0.9974595644017148
gov_report:84,gov_report,64,26,H3,selector_04_snapkv,snapkv,2.0072084186388075,1.0082414839320455
gov_report:84,gov_report,64,26,H1,selector_05_old_stale_core,old_stale_core,2.0057739756845754,1.0056424802500865
gov_report:84,gov_report,64,26,H2,selector_05_old_stale_core,old_stale_core,1.9983442950675505,0.998108054412095
gov_report:84,gov_report,64,26,H3,selector_05_old_stale_core,old_stale_core,1.9996866356243337,0.9987966858339956
gov_report:84,gov_report,64,26,H1,selector_06_fresh_core,fresh_core,2.003737124371359,1.0037706429433817
gov_report:84,gov_report,64,26,H2,selector_06_fresh_core,fresh_core,2.0018377223337636,1.0018693265801881
gov_report:84,gov_report,64,26,H3,selector_06_fresh_core,fresh_core,2.000857869741341,0.9998350147713593
gov_report:84,gov_report,64,26,H1,selector_07_random_reference,random_reference,2.00216594791733,1.0021179089290877
gov_report:84,gov_report,64,26,H2,selector_07_random_reference,random_reference,2.0033257428667905,1.0032859182998526
gov_report:84,gov_report,64,26,H3,selector_07_random_reference,random_reference,1.9994167018389313,0.9983892116820499
gov_report:85,gov_report,48,0,H1,selector_00_attention_only,attention_only,1.978907080888398,0.986016077997599
gov_report:85,gov_report,48,0,H2,selector_00_attention_only,attention_only,1.978907080888398,0.986016077997599
gov_report:85,gov_report,48,0,H3,selector_00_attention_only,attention_only,1.9745935230321279,0.9820616904798485
gov_report:85,gov_report,48,0,H1,selector_01_aov,aov,1.9745374854424818,0.9810627515964688
gov_report:85,gov_report,48,0,H2,selector_01_aov,aov,1.9745374854424818,0.9810627515964688
gov_report:85,gov_report,48,0,H3,selector_01_aov,aov,1.9772597389893016,0.9840328088558123
gov_report:85,gov_report,48,0,H1,selector_02_aor,aor,1.9643555211186274,0.9708856970377369
gov_report:85,gov_report,48,0,H2,selector_02_aor,aor,1.9643555211186274,0.9708856970377369
gov_report:85,gov_report,48,0,H3,selector_02_aor,aor,1.9750799331072284,0.981893492783594
gov_report:85,gov_report,48,0,H1,selector_03_v_ridge,v_ridge,1.9892651769871312,1.0016179537928727
gov_report:85,gov_report,48,0,H2,selector_03_v_ridge,v_ridge,1.9892651769871312,1.0016179537928727
gov_report:85,gov_report,48,0,H3,selector_03_v_ridge,v_ridge,1.983035737163824,0.9950314600972269
gov_report:85,gov_report,48,0,H1,selector_04_snapkv,snapkv,1.9861559332527883,0.9980669299087822
