a_count,a_only_count,b_count,b_only_count,budget,head,intersection_ratio,jaccard,layer,left,overlap_coefficient,overlap_count,recall_a_by_b,recall_b_by_a,right,sample_id,snapshot_id,union_count,unit
128,29,128,29,128,,0.7734375,0.6305732484076433,0,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=0,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,1,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=1,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,10,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=10,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,11,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=11,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,12,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=12,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,13,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=13,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,14,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=14,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,15,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=15,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,16,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=16,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,17,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=17,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,18,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=18,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,19,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=19,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,2,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=2,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,20,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=20,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,21,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=21,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,22,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=22,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,23,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=23,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,24,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=24,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,25,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=25,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,26,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=26,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,27,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=27,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,3,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=3,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,4,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=4,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,5,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=5,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,6,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=6,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,7,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=7,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,8,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=8,head=shared"
128,29,128,29,128,,0.7734375,0.6305732484076433,9,latest_attention_shared,0.7734375,99,0.7734375,0.7734375,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,157,"layer=9,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,0,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=0,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,1,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=1,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,10,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=10,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,11,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=11,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,12,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=12,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,13,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=13,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,14,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=14,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,15,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=15,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,16,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=16,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,17,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=17,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,18,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=18,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,19,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=19,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,2,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=2,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,20,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=20,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,21,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=21,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,22,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=22,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,23,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=23,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,24,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=24,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,25,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=25,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,26,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=26,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,27,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=27,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,3,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=3,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,4,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=4,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,5,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=5,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,6,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=6,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,7,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=7,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,8,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=8,head=shared"
128,33,128,33,128,,0.7421875,0.5900621118012422,9,latest_attention_shared,0.7421875,95,0.7421875,0.7421875,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,161,"layer=9,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,0,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=0,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,1,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=1,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,10,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=10,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,11,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=11,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,12,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=12,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,13,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=13,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,14,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=14,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,15,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=15,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,16,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=16,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,17,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=17,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,18,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=18,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,19,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=19,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,2,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=2,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,20,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=20,head=shared"
