experiment_name,run_id,sample_id,official_dataset_index,code_commit_hash,repository_state_id,config_hash,model_name,model_family,backend,quant_bits,method,method_family,budget,benchmark,context_length,needle_depth,ppl,mean_nll,n_eval_tokens,contains_ground_truth,exact_match,answer_f1,correct,official_score,official_correct,official_metric_name,official_metric_implementation,dataset_official,primary_metric,primary_score,evidence_recall,evidence_precision,max_kv_len,final_kv_len,avg_kv_len,peak_token_head_slots,final_token_head_slots,avg_token_head_slots,slot_time_integral,peak_memory_bytes,active_memory_bytes,total_time_s,generation_time_s,prefill_time_s,decode_time_s,eviction_time_s,decode_loop_time_s,score_time_s,topk_time_s,cache_rebuild_time_s,generated_token_count,tokens_per_second,end_to_end_decode_tokens_per_second,eviction_overhead_fraction,avg_ms_per_token,ppl_time_s,ppl_prefill_time_s,ppl_decode_time_s,ppl_eviction_time_s,ppl_score_time_s,ppl_end_to_end_decode_tokens_per_second,ppl_eviction_overhead_fraction,ppl_score_refit_count,update_policy,update_interval,score_update_count,eviction_count,skipped,skipped_reason,unsupported_reason,oracle,artifact_schema_version,mechanism_artifacts_alignment_safe,sanity_check_failed
statekv_freegen_govreport_static_lexical_p20a,p20a_v1,0,,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,6451bca075167bc61828df28823e2df135120448ec664dcf1eacb596dd790d83,570138b8679b3fb421a9630554826af248c3e794727b58df922e670d948277a8,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,full,recency,128,longbench,1567,,8.731447401130817,2.16693115234375,128,False,False,0.18210361067503925,False,8.7912,,rouge_l,longbench_rouge_l_lcs_fallback,True,rouge_l,8.7912,0.0,0.0,1012,1012,948.5,57344,57344,57344.0,7340032,1665723528,901229580,4.917535042000001,2.45800875,0.870682833,1.5814638339999982,0.0,1.5814638339999982,0.0,0.0,0.0,128,80.93767131952013,80.93767131952013,0.0,12.355186203124987,2.4595262920000005,0.8592385,1.5913182919999995,0.0,0.0,80.43645362683988,0.0,0,every_n_steps,1,0,884,False,,,False,2,False,False
statekv_freegen_govreport_static_lexical_p20a,p20a_v1,1,,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,6451bca075167bc61828df28823e2df135120448ec664dcf1eacb596dd790d83,570138b8679b3fb421a9630554826af248c3e794727b58df922e670d948277a8,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,full,recency,128,longbench,1521,,11.5313378469446,2.445068359375,128,False,False,0.1726384364820847,False,9.4463,,rouge_l,longbench_rouge_l_lcs_fallback,True,rouge_l,9.4463,0.0,0.0,1003,1003,939.5,57344,57344,57344.0,7340032,1665723528,901229580,4.7082781670000005,2.3818259169999996,0.8578422510000001,1.5176873779999953,0.0,1.5176873779999953,0.0,0.0,0.0,128,84.33884464973154,84.33884464973154,0.0,11.856932640624963,2.326452250000001,0.8576652090000003,1.4606387439999864,0.0,0.0,87.63289384579079,0.0,0,every_n_steps,1,0,875,False,,,False,2,False,False
statekv_freegen_govreport_static_lexical_p20a,p20a_v1,0,,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,6451bca075167bc61828df28823e2df135120448ec664dcf1eacb596dd790d83,570138b8679b3fb421a9630554826af248c3e794727b58df922e670d948277a8,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,sink_recent_random,random,128,longbench,1567,,9.290607153150862,2.22900390625,128,False,False,0.20426829268292684,False,10.9756,,rouge_l,longbench_rouge_l_lcs_fallback,True,rouge_l,10.9756,0.0,0.0,128,128,128.0,21448,21448,21448.0,2745344,1665723528,882893836,8.145318625,4.066634625000001,0.8810492910000001,1.5042167410000058,1.669933043999979,3.174149784999985,0.0016030630000454238,0.28130352400000014,0.7256846729999964,128,85.09412008997147,40.32575923319278,0.5261040458429365,11.751693289062546,4.078683999999999,0.879023667000002,1.4992207129999997,1.6875010879999763,0.0016135489999378194,40.16666907033877,0.5295413887307162,0,every_n_steps,1,0,3612,False,,,False,2,False,False
statekv_freegen_govreport_static_lexical_p20a,p20a_v1,1,,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,6451bca075167bc61828df28823e2df135120448ec664dcf1eacb596dd790d83,570138b8679b3fb421a9630554826af248c3e794727b58df922e670d948277a8,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,sink_recent_random,random,128,longbench,1521,,17.07448850489565,2.83758544921875,128,False,False,0.13157894736842105,False,8.2237,,rouge_l,longbench_rouge_l_lcs_fallback,True,rouge_l,8.2237,0.0,0.0,128,128,128.0,21448,21448,21448.0,2745344,1665723528,882893836,8.174762625,4.0827673749999995,0.8782712920000009,1.500359338999992,1.6929227200000128,3.193282059000005,0.0016402329999962717,0.28776422300015625,0.7370877109999121,128,85.31289583288333,40.0841509252972,0.5301513266667591,11.721557335937439,4.09199525,0.879012834000001,1.4993272480000108,1.7011808729999771,0.0016254550000560641,39.993649495882806,0.5315346215926642,0,every_n_steps,1,0,3612,False,,,False,2,False,False
,,0,,,,,mlx-community/Qwen2.5-1.5B-Instruct-4bit,,mlx,4,position_coverage_shared,,128,longbench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,,,,,mlx-community/Qwen2.5-1.5B-Instruct-4bit,,mlx,4,position_coverage_shared,,128,longbench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,mlx-community/Qwen2.5-1.5B-Instruct-4bit,,mlx,4,token_rarity_shared,,128,longbench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,,,,,mlx-community/Qwen2.5-1.5B-Instruct-4bit,,mlx,4,token_rarity_shared,,128,longbench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,mlx-community/Qwen2.5-1.5B-Instruct-4bit,,mlx,4,query_overlap_shared,,128,longbench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,,,,,mlx-community/Qwen2.5-1.5B-Instruct-4bit,,mlx,4,query_overlap_shared,,128,longbench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
